Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
Q8NRP6	Q8NRP6_CORGL	Allophanate hydrolase subunit 2	Cgl1002	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		31,669		Cgl1002
Q8NR43	Q8NR43_CORGL	ABC-type transporter, permease components	Cgl1221	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,790		Cgl1221
Q8NQH2	Q8NQH2_CORGL	Uncharacterized protein	Cgl1462	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		25,017		Cgl1462
Q8NSU8	Q8NSU8_CORGL	N-acetyltransferase domain-containing protein	Cgl0569	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,650		Cgl0569
Q8NLQ1	Q8NLQ1_CORGL	UDP-galactopyranose mutase (EC 5.4.99.9)	Cgl2888	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.99.9	46,181		Cgl2888
Q8NT86	Q8NT86_CORGL	3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118)	Cgl0422	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.1.118	69,602		Cgl0422
Q8NTG0	Q8NTG0_CORGL	Predicted nucleoside-diphosphate sugar epimerases	Cgl0347	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		65,759		Cgl0347
Q8NM77	Q8NM77_CORGL	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE Cgl2702	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.16	55,470		Cgl2702
Q8NS55	Q8NS55_CORGL	Permeases	Cgl0824	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		50,445		Cgl0824
Q8NLT9	DCDB_CORGL	dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)	dcd Cgl2848 cg3155	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.5.4.30	20,689		Cgl2848
P82134	PDXS_CORGL	Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1)	pdxS Cgl0788 cg0898	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.3.3.6	33,313		Cgl0788
Q8NLV1	Q8NLV1_CORGL	Inosine-uridine nucleoside N-ribohydrolase (EC 3.2.2.1)	Cgl2835	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.2.2.1	32,752		Cgl2835
Q8NR10	Q8NR10_CORGL	ABC-type transporter, periplasmic component	Cgl1254	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		31,950		Cgl1254
Q8NQB0	Q8NQB0_CORGL	Putative periplasmic protein kinase ArgK and related GTPases of G3E family (EC 2.7.-.-)	Cgl1528	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.-.-	39,241		Cgl1528
Q8NRT9	Q8NRT9_CORGL	ABC-type multidrug/protein/lipid transport system, ATPase component	Cgl0952	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		50,757		Cgl0952
Q8NU85	Q8NU85_CORGL	Rhodanese-related sulfurtransferases	Cgl0054	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,986		Cgl0054
Q8NN57	NADD_CORGL	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD Cgl2352 cg2584	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.18	24,581		Cgl2352
Q8NSF7	Q8NSF7_CORGL	Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases) (EC 1.1.1.47)	Cgl0719	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.47	27,867		Cgl0719
Q8NNU4	Q8NNU4_CORGL	Glycogen phosphorylase (EC 2.4.1.1)	Cgl2087	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.1.1	94,905		Cgl2087
Q8NSR5	Q8NSR5_CORGL	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB Cgl0603	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.205	53,361		Cgl0603
Q8NSK2	Q8NSK2_CORGL	ABC-type transporter, periplasmic component	Cgl0669	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		37,436		Cgl0669
Q8NRC7	Q8NRC7_CORGL	Mg/Co/Ni transporter MgtE (Contains CBS domain)	Cgl1125	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		47,317		Cgl1125
Q8NQI2	Q8NQI2_CORGL	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	Cgl1452	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.44	52,579		Cgl1452
Q8NNJ4	AMPA_CORGL	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA pepB Cgl2205 cg2419	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.4.11.1; 3.4.11.10	52,788		Cgl2205
P77844	PTAS_CORGL	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	pta Cgl2753 cg3048	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.1.8	35,238		Cgl2753
Q8NTH5	Q8NTH5_CORGL	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Cgl0332	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.24	30,835		Cgl0332
Q8NLX2	Q8NLX2_CORGL	Sulfate adenylyltransferase (EC 2.7.7.4)	Cgl2814	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.4	46,872		Cgl2814
Q8NMI5	PURL_CORGL	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL Cgl2588 cg2862	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.5.3	80,842		Cgl2588
P46397	BIOD_CORGL	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD Cgl2605 cg2886	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.3.3	23,855		Cgl2605
Q8NTU6	Q8NTU6_CORGL	Na+/alanine symporter	Cgl0206	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		52,437		Cgl0206
Q8NSA2	Q8NSA2_CORGL	Kef-type K+ transport systems, predicted NAD-binding component	Cgl0777	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,274		Cgl0777
Q8NTU3	Q8NTU3_CORGL	Molybdopterin converting factor, large subunit	Cgl0209	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,096		Cgl0209
P06560	TRPC_CORGL	Tryptophan biosynthesis protein TrpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	trpC trpCF Cgl3033 cg3362	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.1.48; 5.3.1.24	50,477		Cgl3033
Q8NQV9	Q8NQV9_CORGL	Guanosine polyphosphate pyrophosphohydrolases/synthetases (EC 3.1.7.2)	Cgl1313	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.1.7.2	21,379		Cgl1313
P06559	TRPD_CORGL	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Cgl3032 cg3361	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.2.18	36,633		Cgl3032
Q8NTK8	Q8NTK8_CORGL	Phosphoserine phosphatase (EC 3.1.3.3)	Cgl0299	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.1.3.3	35,172		Cgl0299
Q8NQG6	MNTP_CORGL	Putative manganese efflux pump MntP	mntP Cgl1469 cg1660	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		20,062		Cgl1469
Q8NMU3	Q8NMU3_CORGL	Hydroxypyruvate isomerase	Cgl2471	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,756		Cgl2471
Q8NQC6	Q8NQC6_CORGL	Protein-tyrosine-phosphatase (EC 1.-.-.-)	Cgl1512	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.-.-.-	23,334	3T38;	Cgl1512
O87330	APT_CORGL	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Cgl1654 cg1862	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.2.7	19,563		Cgl1654
Q8NQV0	THIL_CORGL	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL Cgl1323 cg1495	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.4.16	34,849		Cgl1323
Q8NNT5	HISX_CORGL	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD Cgl2102 cg2305	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.23	46,771		Cgl2102
Q8NNJ8	COBT_CORGL	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT Cgl2200 cg2414	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.2.21	37,444		Cgl2200
P94631	LEU3_CORGL	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	leuB Cgl1286 cg1453	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.85	36,145		Cgl1286
Q8NLU2	Q8NLU2_CORGL	PLP-dependent aminotransferases (EC 2.6.1.1)	Cgl2844	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.6.1.1	46,749		Cgl2844
Q8NTT4	PATR_CORGL	Probable phenylalanine aminotransferase (EC 2.6.1.-)	pat Cgl0218 cg0267	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.6.1.-	36,450		Cgl0218
Q8NLX9	Q8NLX9_CORGL	Zn-dependent alcohol dehydrogenases (EC 1.1.1.1)	Cgl2807	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.1	36,812		Cgl2807
Q8NTD5	Q8NTD5_CORGL	Succinate dehydrogenase/fumarate reductase Fe-S protein	Cgl0372	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,248		Cgl0372
Q8NM46	Q8NM46_CORGL	Multisubunit Na+/H+ antiporter	Cgl2734	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,771		Cgl2734
Q46072	PTN3B_CORGL	PTS system mannose-specific EIIBCA component (EII-Man/EIII-Man) (EIIBCA-Man) [Includes: Mannose-specific phosphotransferase enzyme IIB component (EC 2.7.1.191) (PTS system mannose-specific EIIB component); Mannose permease IIC component (PTS system mannose-specific EIIC component); Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component)]	ptsM ptsG Cgl1360 cg1537	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.1.191	72,571		Cgl1360
Q8NRY8	DLD_CORGL	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) (D-lactate dehydrogenase) (D-LDH)	dld Cgl0901	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.5.12	63,723		Cgl0901
P46396	BIOB_CORGL	Biotin synthase (EC 2.8.1.6)	bioB Cgl0072 cg0095	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.8.1.6	36,856		Cgl0072
Q8NQN4	Q8NQN4_CORGL	Predicted acyltransferases (EC 2.3.1.-)	Cgl1392	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.1.-	51,949		Cgl1392
Q9X5D0	AROC_CORGL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC Cgl1623 cg1829	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.3.5	43,733		Cgl1623
Q79VG6	ATPG_CORGL	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG Cgl1211 cg1367	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,740		Cgl1211
Q8NQ64	Q8NQ64_CORGL	Transaldolase (EC 2.2.1.2)	tal Cgl1575	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.2.1.2	38,329	3R5E;	Cgl1575
Q8NMF3	Q8NMF3_CORGL	Alpha,alpha-trehalose-phosphate synthase (ADP-forming) (EC 2.4.1.347)	Cgl2624	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.1.347	53,399		Cgl2624
Q79VE1	Q79VE1_CORGL	Phosphoglycerate mutase/fructose-2,6-bisphosphatase	Cgl2236	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		40,789		Cgl2236
Q8NTS4	Q8NTS4_CORGL	tRNA-specific adenosine deaminase (EC 3.5.4.33)	tadA Cgl0228	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.5.4.33	14,910		Cgl0228
Q8NNF6	ODP1_CORGL	Pyruvate dehydrogenase E1 component (E1p) (PDH E1 component) (EC 1.2.4.1)	aceE Cgl2248 cg2466	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.4.1	102,826		Cgl2248
Q9AEL8	COX3_CORGL	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III)	ctaE Cgl2192 cg2406	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.1.1.9	22,442	7Q21;	Cgl2192
Q8NMN7	NADE_CORGL	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE Cgl2534 cg2792	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.1.5	30,426		Cgl2534
Q8NNA1	Q8NNA1_CORGL	Maltose alpha-D-glucosyltransferase (EC 5.4.99.16) (Maltose alpha-D-glucosyltransferase)	Cgl2303	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.99.16	69,451		Cgl2303
Q8NQH3	Q8NQH3_CORGL	ABC-type transporter, periplasmic component	Cgl1461	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,687		Cgl1461
Q8NR69	Q8NR69_CORGL	Nitrate reductase beta chain (EC 1.7.99.4)	Cgl1188	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.7.99.4	59,362		Cgl1188
Q8NTU7	Q8NTU7_CORGL	2Fe-2S ferredoxin-type domain-containing protein	Cgl0205	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,917		Cgl0205
Q8NNA7	Q8NNA7_CORGL	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme)	Cgl2297	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.1.25	78,524	5B68;5JJH;	Cgl2297
Q8NT14	Q8NT14_CORGL	ABC-type transporter, permease components	Cgl0501	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,625		Cgl0501
P04964	DAPDH_CORGL	Meso-diaminopimelate D-dehydrogenase (DAPDH) (Meso-DAP dehydrogenase) (EC 1.4.1.16)	ddh Cgl2617 cg2900	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.4.1.16	35,199	1DAP;1F06;2DAP;3DAP;5LOA;5LOC;	Cgl2617
Q8NM87	Q8NM87_CORGL	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase (EC 2.7.6.3)	Cgl2692	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.6.3	18,044		Cgl2692
Q79VG7	ATPA_CORGL	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA Cgl1210 cg1366	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.1.2.2	58,751		Cgl1210
Q8NLU0	Q8NLU0_CORGL	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	Cgl2847	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.22	46,984		Cgl2847
Q8NM16	PURA_CORGL	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Cgl2766 cg3063	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.4.4	46,769		Cgl2766
Q8NTL7	Q8NTL7_CORGL	Enoyl-CoA hydratase 2 (EC 4.2.1.119) (Enoyl-CoA hydratase 2)	Cgl0289	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.1.119	17,178		Cgl0289
Q8NQY0	Q8NQY0_CORGL	Isochorismate synthase (EC 5.4.4.2)	Cgl1292	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.4.2	40,373		Cgl1292
Q8NP80	Q8NP80_CORGL	Phosphotransferase system, fructose-specific IIC component (EC 2.7.1.191)	Cgl1936	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.1.191	62,721		Cgl1936
Q8NMH3	PUR2_CORGL	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD Cgl2600 cg2878	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.4.13	43,545		Cgl2600
P31026	DHE4_CORGL	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	gdh Cgl2079 cg2280	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.4.1.4	48,988	5IJZ;	Cgl2079
Q8NQL5	XERD_CORGL	Tyrosine recombinase XerD	xerD Cgl1419 cg1608	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,135		Cgl1419
Q8NRF6	Y1093_CORGL	Putative peptidase Cgl1093	Cgl1093 cg1243	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,238		Cgl1093
Q8NPB8	Q8NPB8_CORGL	Pyrimidine reductase, riboflavin biosynthesis	Cgl1896	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		25,102		Cgl1896
P42464	ATPB_CORGL	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD Cgl1212 cg1368	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.1.2.2	52,538		Cgl1212
Q8NT74	Q8NT74_CORGL	Coproporphyrinogen III oxidase (EC 1.3.3.15)	Cgl0436	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.3.3.15	45,700		Cgl0436
Q79VG9	ATPF_CORGL	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF Cgl1208 cg1364	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		21,095		Cgl1208
Q8NN53	Q8NN53_CORGL	Uncharacterized protein	Cgl2360	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		22,963		Cgl2360
Q8NT40	Q8NT40_CORGL	Gamma-aminobutyrate permease and related permeases	Cgl0470	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		48,691		Cgl0470
Q8NLW9	Q8NLW9_CORGL	Assimilatory sulfite reductase (ferredoxin) (EC 1.8.7.1)	Cgl2817	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.8.7.1	62,993		Cgl2817
Q8NRC0	Q8NRC0_CORGL	Shikimate 5-dehydrogenase (EC 1.1.1.25)	Cgl1132	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.25	28,871		Cgl1132
Q8NQV2	DDL_CORGL	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl ddlA Cgl1321 cg1493	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.2.4	38,560		Cgl1321
Q8NR20	DNLJ_CORGL	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA Cgl1244 cg1401	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.5.1.2	74,706		Cgl1244
Q8NQ19	SYDND_CORGL	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS Cgl1635 cg1841	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.1.1.23	67,010		Cgl1635
