Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
Q8NSI1	Q8NSI1_CORGL	Putative GTPases (G3E family)	Cgl0692	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		39,744		Cgl0692
Q8NNY2	Q8NNY2_CORGL	Di-and tricarboxylate transporters	Cgl2045	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		50,596		Cgl2045
Q8NM74	Q8NM74_CORGL	Uncharacterized protein	Cgl2705	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		18,503		Cgl2705
Q8NQE1	PAFA_CORGL	Pup--protein ligase (EC 6.3.1.19) (Proteasome accessory factor A) (Pup-conjugating enzyme)	pafA Cgl1494 cg1688	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.1.19	53,801	4B0T;4BJR;	Cgl1494
Q8NP26	SELO_CORGL	Protein adenylyltransferase SelO (EC 2.7.7.-) (EC 2.7.7.n1)	selO Cgl1999 cg2190	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.-; 2.7.7.n1	51,595		Cgl1999
Q8NNF5	Q8NNF5_CORGL	ABC-type transporter, ATPase component	Cgl2249	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,827		Cgl2249
Q8NS00	Q8NS00_CORGL	Cyanate permease	Cgl0886	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		42,448		Cgl0886
Q8NQT2	Q8NQT2_CORGL	Uncharacterized protein	Cgl1342	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		31,177		Cgl1342
Q8NR25	Q8NR25_CORGL	Uncharacterized protein	Cgl1239	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		15,428		Cgl1239
Q8NMF3	Q8NMF3_CORGL	Alpha,alpha-trehalose-phosphate synthase (ADP-forming) (EC 2.4.1.347)	Cgl2624	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.1.347	53,399		Cgl2624
Q8NU06	Q8NU06_CORGL	3-Methyladenine DNA glycosylase (EC 3.2.2.20)	Cgl0145	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.2.2.20	19,632		Cgl0145
Q8NU27	Q8NU27_CORGL	Permeases of the major facilitator superfamily	Cgl0122	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		45,067		Cgl0122
Q8NMC0	Q8NMC0_CORGL	Hypothetical membrane protein	Cgl2658	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,323		Cgl2658
Q8NMR3	Q8NMR3_CORGL	Uncharacterized protein	Cgl2502	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		8,480		Cgl2502
Q8NQ20	Q8NQ20_CORGL	APH domain-containing protein	Cgl1634	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		45,493		Cgl1634
Q8NN13	Q8NN13_CORGL	Muconolactone Delta-isomerase (MIase) (EC 5.3.3.4)	Cgl2400	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.3.3.4	11,114		Cgl2400
Q8NRI7	Q8NRI7_CORGL	ABC-type transporter, duplicated ATPase component	Cgl1061	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		59,204		Cgl1061
Q79VI2	Q79VI2_CORGL	Biotin carboxylase (EC 6.3.4.14)	Cgl0700	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.4.14	63,420		Cgl0700
Q8NPH5	Q8NPH5_CORGL	Uncharacterized protein	Cgl1837	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,642		Cgl1837
Q8NSZ4	RL14_CORGL	50S ribosomal protein L14	rplN Cgl0521 cg0608	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,338		Cgl0521
Q8NTX4	Q8NTX4_CORGL	SAM-dependent methyltransferases (EC 2.1.1.104)	Cgl0177	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.1.104	15,396		Cgl0177
P04964	DAPDH_CORGL	Meso-diaminopimelate D-dehydrogenase (DAPDH) (Meso-DAP dehydrogenase) (EC 1.4.1.16)	ddh Cgl2617 cg2900	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.4.1.16	35,199	1DAP;1F06;2DAP;3DAP;5LOA;5LOC;	Cgl2617
Q8NT77	Q8NT77_CORGL	Hypothetical membrane protein	Cgl0433	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		18,381		Cgl0433
Q8NM87	Q8NM87_CORGL	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase (EC 2.7.6.3)	Cgl2692	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.6.3	18,044		Cgl2692
Q8NU51	Q8NU51_CORGL	Uncharacterized protein	Cgl0096	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		20,222		Cgl0096
Q8NLU0	Q8NLU0_CORGL	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	Cgl2847	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.22	46,984		Cgl2847
Q8NNY1	Q8NNY1_CORGL	Adenylosuccinate lyase (EC 5.5.1.2)	Cgl2046	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.5.1.2	45,004		Cgl2046
Q8NQ68	Q8NQ68_CORGL	DNA or RNA helicases of superfamily II	Cgl1571	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		59,966		Cgl1571
Q9AE10	RUVA_CORGL	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA Cgl1661 cg1870	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.6.4.12	21,477		Cgl1661
Q8NQL5	XERD_CORGL	Tyrosine recombinase XerD	xerD Cgl1419 cg1608	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,135		Cgl1419
Q8NU80	Q8NU80_CORGL	Hypothetical membrane protein	Cgl0059	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,181		Cgl0059
Q8NLR9	Q8NLR9_CORGL	Hypothetical membrane protein	Cgl2869	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,430		Cgl2869
Q8NLU7	Q8NLU7_CORGL	Hypothetical membrane protein	Cgl2839	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		22,459		Cgl2839
Q8NPB8	Q8NPB8_CORGL	Pyrimidine reductase, riboflavin biosynthesis	Cgl1896	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		25,102		Cgl1896
Q8NNG8	Q8NNG8_CORGL	Uncharacterized protein	Cgl2235	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,900		Cgl2235
P42464	ATPB_CORGL	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD Cgl1212 cg1368	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.1.2.2	52,538		Cgl1212
Q8NTK3	Q8NTK3_CORGL	Uncharacterized protein	Cgl0304	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		6,926		Cgl0304
Q8NLH9	Q8NLH9_CORGL	Uncharacterized protein	Cgl2963	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		6,523		Cgl2963
Q8NS50	Q8NS50_CORGL	Uncharacterized membrane protein	Cgl0832	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,056		Cgl0832
Q8NPR5	Q8NPR5_CORGL	Uncharacterized protein	Cgl1746	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,904		Cgl1746
Q79VE9	QCRB_CORGL	Cytochrome bc1 complex cytochrome b subunit (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit QcrB) (Menaquinol--cytochrome c reductase cytochrome b subunit)	qcrB Cgl2189 cg2403	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.1.1.8	59,809	7Q21;	Cgl2189
Q8NRC0	Q8NRC0_CORGL	Shikimate 5-dehydrogenase (EC 1.1.1.25)	Cgl1132	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.25	28,871		Cgl1132
Q8NS13	Q8NS13_CORGL	Predicted transcriptional regulators	Cgl0871	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		11,850		Cgl0871
Q8NR20	DNLJ_CORGL	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA Cgl1244 cg1401	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.5.1.2	74,706		Cgl1244
Q8NQA4	Q8NQA4_CORGL	Membrane protein implicated in regulation of membrane protease activity	Cgl1534	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		15,198	3CP0;	Cgl1534
Q8NLX6	Q8NLX6_CORGL	Uncharacterized protein	Cgl2810	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		6,963		Cgl2810
Q8NQF7	Q8NQF7_CORGL	Glycosyltransferases involved in cell wall biogenesis	Cgl1478	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,018		Cgl1478
H7C6C1	H7C6C1_CORGL	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE Cgl1207	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		8,123		Cgl1207
Q8NSP0	Q8NSP0_CORGL	Bacterial lipocalin	Cgl0628	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,106		Cgl0628
Q8NLZ9	Q8NLZ9_CORGL	Predicted transcriptional regulators	Cgl2787	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		20,425		Cgl2787
Q8NTD7	Q8NTD7_CORGL	Hypothetical membrane protein	Cgl0370	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,373		Cgl0370
Q8NRH3	Q8NRH3_CORGL	Permeases of the major facilitator superfamily	Cgl1076	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		46,011		Cgl1076
Q8NLY5	Q8NLY5_CORGL	Predicted permease	Cgl2801	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		46,929		Cgl2801
Q8NRW4	Q8NRW4_CORGL	Uncharacterized protein	Cgl0927	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		14,891		Cgl0927
Q8NSI4	Q8NSI4_CORGL	Dihydrolipoamide dehydrogenase/glutathione oxidoreductase and related enzymes (EC 1.8.1.4)	Cgl0688	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.8.1.4	49,541		Cgl0688
P71121	THTR_CORGL	Thiosulfate sulfurtransferase (EC 2.8.1.1)	thtR Cgl0701 cg0803	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.8.1.1	33,494		Cgl0701
Q8NQY5	Q8NQY5_CORGL	ABC-type nitrate/sulfonate/taurine/bicarbonate transport systems, periplasmic components	Cgl1287	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		39,234		Cgl1287
Q8NNG7	Q8NNG7_CORGL	Zn-ribbon protein, possibly nucleic acid-binding	Cgl2237	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,131		Cgl2237
Q8NPX1	Q8NPX1_CORGL	Uncharacterized protein	Cgl1690	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		40,438		Cgl1690
Q8NS43	Q8NS43_CORGL	Homoserine acetyltransferase (EC 2.3.1.31)	Cgl0839	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.1.31	38,836	5D6O;5D7B;	Cgl0839
Q8NLP3	Q8NLP3_CORGL	Uncharacterized protein	Cgl2896	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,108		Cgl2896
Q8NLB0	Q8NLB0_CORGL	ABC-type transporter, ATPase component	Cgl3038	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		32,376		Cgl3038
Q8NRW7	Q8NRW7_CORGL	Predicted drug exporters of the RND superfamily	Cgl0924	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		83,697		Cgl0924
Q01651	G3P_CORGL	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gap Cgl1588 cg1791	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.1.12	36,046		Cgl1588
Q8NRN7	Q8NRN7_CORGL	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family	Cgl1011	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,378		Cgl1011
Q8NMG8	Q8NMG8_CORGL	Two-component system, response regulators consisting of a CheY-like receiver domain and a HTH DNA-binding domain	Cgl2607	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,350		Cgl2607
Q8NT46	Q8NT46_CORGL	Putative pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	Cgl0465	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.1.96	11,098		Cgl0465
Q8NQK0	ZUPT_CORGL	Zinc transporter ZupT	zupT Cgl1434 cg1623	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,091		Cgl1434
Q8NTF9	Q8NTF9_CORGL	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	Cgl0348	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,795		Cgl0348
Q8NQ40	PYRF_CORGL	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF Cgl1608 cg1812	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.1.23	28,920		Cgl1608
Q8NLM3	Q8NLM3_CORGL	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	Cgl2918	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		43,981		Cgl2918
Q8NRB5	Q8NRB5_CORGL	Permeases of the major facilitator superfamily	Cgl1137	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		42,308		Cgl1137
Q8NPW9	Q8NPW9_CORGL	Phosphopantothenoylcysteine synthetase/decarboxylase	Cgl1692	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		21,186		Cgl1692
Q8NT61	Q8NT61_CORGL	Uncharacterized protein	Cgl0449	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		32,538		Cgl0449
Q8NMV9	Q8NMV9_CORGL	Single-stranded DNA-binding protein	Cgl2455	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		22,323		Cgl2455
Q8NP89	Q8NP89_CORGL	HrpA-like helicases	Cgl1927	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		145,402		Cgl1927
Q8NQ77	Q8NQ77_CORGL	ABC-type transporter, ATPase component	Cgl1562	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,640		Cgl1562
Q8NMP9	Q8NMP9_CORGL	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Cgl2517	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.4.21	48,024		Cgl2517
Q8NPZ2	PIPS_CORGL	Phosphatidylinositol phosphate synthase (PIP synthase) (EC 2.7.8.-) (CDP-diacylglycerol--D-myo-inositol-3-phosphate 3-phosphatidyltransferase)	Cgl1669	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.8.-	22,834		Cgl1669
P0C1E2	PROB_CORGL	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB Cgl2356 cg2588	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.2.11	38,626		Cgl2356
Q8NSS9	Q8NSS9_CORGL	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)	Cgl0589	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		18,129		Cgl0589
Q8NU83	Q8NU83_CORGL	Uncharacterized BCR	Cgl0056	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		6,212		Cgl0056
Q8NNH9	Q8NNH9_CORGL	Permeases of the major facilitator superfamily	Cgl2223	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		20,402		Cgl2223
Q8NMV7	Q8NMV7_CORGL	Alkaline phosphatase (EC 3.1.3.1)	Cgl2457	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.1.3.1	50,797		Cgl2457
H7C7J8	H7C7J8_CORGL	Histidine kinase (EC 2.7.13.3)	Cgl0875	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.13.3	49,538		Cgl0875
Q8NRG9	Q8NRG9_CORGL	ABC-type transporter, permease components	Cgl1080	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,234		Cgl1080
Q8NSK8	Q8NSK8_CORGL	Transcriptional regulators	Cgl0662	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,730		Cgl0662
Q8NU25	Q8NU25_CORGL	Uncharacterized protein	Cgl0124	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,608		Cgl0124
Q8NLI1	Q8NLI1_CORGL	Uncharacterized BCR	Cgl2961	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,695		Cgl2961
Q8NSK1	Q8NSK1_CORGL	Arabinose efflux permease	Cgl0670	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		44,429		Cgl0670
Q8NS44	Q8NS44_CORGL	Uncharacterized protein	Cgl0838	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		6,984		Cgl0838
O24748	PLPHP_CORGL	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	Cgl2153 cg2364	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,975		Cgl2153
Q8NT26	RPOB_CORGL	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB Cgl0488 cg0576	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.6	128,785		Cgl0488
Q8NU14	Q8NU14_CORGL	Putative ammonia monooxygenase	Cgl0137	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		40,263		Cgl0137
Q8NMW1	Q8NMW1_CORGL	Uncharacterized protein	Cgl2453	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		5,890		Cgl2453
Q8NNK3	COX4_CORGL	Cytochrome c oxidase polypeptide 4 (EC 7.1.1.9) (Cytochrome aa3 subunit 4) (Cytochrome c oxidase polypeptide IV)	ctaF Cgl2194 cg2408	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.1.1.9	15,545	7Q21;	Cgl2194
Q8NPN2	Q8NPN2_CORGL	Hypothetical membrane protein	Cgl1780	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,089		Cgl1780
Q8NSB1	Q8NSB1_CORGL	Uncharacterized protein	Cgl0766	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,457		Cgl0766
Q8NPZ6	Q8NPZ6_CORGL	Hypothetical membrane protein	Cgl1665	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,252		Cgl1665
Q8NTY9	Q8NTY9_CORGL	Acetolactate synthase (EC 2.2.1.6)	Cgl0162	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.2.1.6	61,894		Cgl0162
Q8NPZ4	Q8NPZ4_CORGL	Predicted glycosyltransferases (EC 2.4.1.-)	Cgl1667	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.1.-	38,490		Cgl1667
Q8NU64	Q8NU64_CORGL	Cytosine deaminase and related metal-dependent hydrolases (EC 3.5.4.21)	Cgl0076	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.5.4.21	45,463		Cgl0076
Q8NSN2	METN_CORGL	Methionine import ATP-binding protein MetN (EC 7.4.2.11)	metN Cgl0636 cg0736	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.4.2.11	39,103		Cgl0636
Q8NRC8	Q8NRC8_CORGL	Hypothetical membrane protein	Cgl1124	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		22,100		Cgl1124
